node_id,is_fraud,ring_id,ring_type,point_balance,lifetime_points,redemption_count_30d,transfer_count_30d,account_age_days,status_tier,suspicious_velocity
2919,0,-1,0,131744,128081,3,1,26,3,0
2920,0,-1,0,171565,96195,4,1,29,0,0
2921,0,-1,0,669,328326,1,0,1836,1,0
2922,0,-1,0,92644,473531,3,0,1896,0,0
2923,0,-1,0,56508,292349,0,0,961,0,0
2924,0,-1,0,97021,72532,3,1,1897,0,0
2925,0,-1,0,26258,290200,2,1,8,2,0
2926,0,-1,0,22581,323919,3,0,1561,1,0
2927,0,-1,0,60127,138821,3,0,25,0,0
2928,0,-1,0,60065,125963,0,1,545,0,0
2929,0,-1,0,41922,255756,4,0,601,0,0
2930,0,-1,0,171057,490322,3,1,1019,1,0
2931,0,-1,0,29220,38795,0,0,1153,0,0
2932,0,-1,0,37475,108427,2,0,470,0,0
2933,0,-1,0,67641,389635,2,1,644,1,0
2934,0,-1,0,22064,58860,0,1,1833,3,0
2935,0,-1,0,171745,334613,4,0,650,0,0
2936,0,-1,0,54171,424607,2,1,330,0,0
2937,0,-1,0,140335,333950,2,1,1039,0,0
2938,0,-1,0,99329,297744,1,1,1542,0,0
2939,0,-1,0,69489,291752,0,1,335,0,0
2940,0,-1,0,184591,255214,0,0,80,1,0
2941,0,-1,0,86707,499441,2,1,1494,1,0
2942,0,-1,0,19077,304093,2,0,190,0,0
2943,0,-1,0,189437,30166,1,0,604,0,0
2944,0,-1,0,77025,425232,2,1,10,1,0
2945,0,-1,0,173805,158991,2,0,873,0,0
2946,0,-1,0,157597,284442,4,0,1,0,0
2947,0,-1,0,189670,134878,0,0,395,1,0
2948,0,-1,0,99709,39838,4,1,940,0,0
2949,0,-1,0,5875,304641,2,1,1145,1,0
2950,0,-1,0,49957,211481,4,0,3,0,0
2951,0,-1,0,128726,92917,0,0,231,0,0
2952,0,-1,0,181631,212621,4,0,642,2,0
2953,0,-1,0,60747,114164,1,1,655,0,0
2954,0,-1,0,141896,57620,0,1,25,2,0
2955,0,-1,0,7210,421137,3,0,1789,1,0
2956,0,-1,0,127063,268116,3,1,1684,0,0
2957,0,-1,0,160853,426975,0,0,838,1,0
2958,0,-1,0,129665,471839,1,0,17,2,0
2959,0,-1,0,71579,96987,0,1,298,1,0
2960,0,-1,0,86831,138454,3,1,12,3,0
2961,0,-1,0,95970,97707,3,0,1799,3,0
2962,0,-1,0,154013,373995,1,0,1179,3,0
2963,0,-1,0,140071,45596,1,0,1726,0,0
2964,0,-1,0,23005,400547,2,0,552,2,0
2965,0,-1,0,73874,448095,3,0,72,2,0
2966,0,-1,0,94949,278888,1,1,940,0,0
2967,0,-1,0,30508,356881,2,1,1827,0,0
2968,0,-1,0,83448,405380,2,0,481,0,0
2969,0,-1,0,170216,297919,1,0,1979,0,0
2970,0,-1,0,16448,92854,1,0,1006,0,0
2971,0,-1,0,92067,230799,2,1,1878,0,0
2972,0,-1,0,53938,337985,4,0,767,0,0
2973,0,-1,0,55137,456250,3,0,1,1,0
2974,0,-1,0,169692,347510,4,0,777,3,0
2975,0,-1,0,25052,87087,2,0,882,0,0
2976,0,-1,0,174492,397877,0,0,732,2,0
2977,0,-1,0,3084,141499,0,0,23,1,0
2978,0,-1,0,14375,85065,2,1,272,1,0
2979,0,-1,0,31015,249910,0,0,1699,0,0
2980,0,-1,0,46820,321976,3,1,1335,3,0
2981,0,-1,0,63175,208180,0,1,25,0,0
2982,0,-1,0,190308,490578,1,1,872,0,0
2983,0,-1,0,164707,71603,3,0,1507,0,0
2984,0,-1,0,109305,371028,1,1,14,0,0
2985,0,-1,0,22126,279470,0,1,231,0,0
2986,0,-1,0,83773,75308,0,1,1400,0,0
2987,0,-1,0,32153,86353,3,1,915,0,0
2988,0,-1,0,159230,268916,3,0,1151,2,0
2989,0,-1,0,160967,476331,2,0,16,2,0
2990,0,-1,0,181618,310477,4,0,18,1,0
2991,0,-1,0,60850,318625,4,1,379,2,0
2992,0,-1,0,194402,491845,3,1,23,0,0
2993,0,-1,0,85752,311218,3,0,1676,1,0
2994,0,-1,0,162676,344748,1,1,1694,1,0
2995,0,-1,0,62984,452310,2,1,1538,1,0
2996,0,-1,0,42186,373872,3,1,1017,1,0
2997,0,-1,0,41414,289207,0,0,192,0,0
2998,0,-1,0,135668,271330,1,0,302,1,0
2999,0,-1,0,91266,143268,1,0,997,1,0
3000,0,-1,0,195938,14390,2,0,1455,0,0
3001,0,-1,0,80880,210782,2,0,298,1,0
3002,0,-1,0,38856,431580,1,1,1157,0,0
3003,0,-1,0,125888,393162,3,1,992,0,0
3004,0,-1,0,5963,369078,2,0,990,0,0
3005,0,-1,0,124512,187860,1,0,465,1,0
3006,0,-1,0,104134,367963,1,0,414,0,0
3007,0,-1,0,177575,488084,2,0,150,0,0
3008,0,-1,0,49932,214843,0,0,624,0,0
3009,0,-1,0,75058,84765,0,1,841,0,0
3010,0,-1,0,8831,341130,3,0,586,0,0
3011,0,-1,0,129125,354600,2,1,368,0,0
3012,0,-1,0,90187,150888,4,1,909,1,0
3013,0,-1,0,122917,493187,4,0,1197,0,0
3014,0,-1,0,180787,338596,2,1,4,0,0
3015,0,-1,0,144885,280901,0,1,919,0,0
3016,0,-1,0,147533,248203,1,1,17,2,0
3017,0,-1,0,188109,20236,4,1,581,0,0
3018,0,-1,0,88557,249490,0,1,861,0,0
3019,0,-1,0,155595,471193,2,1,1221,1,0
3020,0,-1,0,52989,48188,2,1,197,0,0
3021,0,-1,0,19773,130659,3,0,12,3,0
3022,0,-1,0,120158,7417,4,0,1302,3,0
3023,0,-1,0,2356,421904,1,1,1684,0,0
3024,0,-1,0,101934,306486,3,1,1265,0,0
3025,0,-1,0,152942,131343,3,1,1062,1,0
3026,0,-1,0,20328,221715,1,1,1165,0,0
3027,0,-1,0,59862,19171,0,0,1376,1,0
3028,0,-1,0,174676,119141,4,0,1206,0,0
3029,0,-1,0,74256,321000,4,1,638,0,0
3030,0,-1,0,118048,313396,3,0,1955,2,0
3031,0,-1,0,148000,21467,3,0,1879,2,0
3032,0,-1,0,111716,184083,0,1,170,0,0
3033,0,-1,0,137900,387114,2,0,1025,0,0
3034,0,-1,0,193686,142107,4,0,10,0,0
3035,0,-1,0,167750,89779,3,0,16,1,0
3036,0,-1,0,139576,161455,4,1,288,0,0
3037,0,-1,0,61204,245337,3,0,1462,2,0
3038,0,-1,0,190817,212788,4,1,1449,0,0
3039,0,-1,0,70122,281551,4,1,3,0,0
3040,0,-1,0,159689,217351,3,1,1041,0,0
3041,0,-1,0,154684,13736,2,0,1661,0,0
3042,0,-1,0,151207,475781,2,0,662,2,0
3043,0,-1,0,46188,203510,2,1,559,0,0
3044,0,-1,0,158421,495870,4,0,1940,0,0
3045,0,-1,0,21085,343078,2,0,279,0,0
3046,0,-1,0,102824,487067,0,0,5,0,0
3047,0,-1,0,17716,328488,3,1,1078,1,0
3048,0,-1,0,121867,323436,4,0,736,0,0
3049,0,-1,0,113901,24066,3,1,1667,3,0
3050,0,-1,0,67427,261557,0,0,283,0,0
3051,0,-1,0,121405,32918,2,0,1986,2,0
3052,0,-1,0,117570,85124,0,1,253,2,0
3053,0,-1,0,82568,64725,0,1,1481,1,0
3054,0,-1,0,21244,39661,2,1,313,0,0
3055,0,-1,0,55558,55213,0,1,84,1,0
3056,0,-1,0,139799,405849,0,1,1870,1,0
3057,0,-1,0,152110,129136,1,0,147,0,0
3058,0,-1,0,27089,150551,3,0,1758,1,0
3059,0,-1,0,72871,333166,4,0,1747,1,0
3060,0,-1,0,185159,225131,4,1,1096,0,0
3061,0,-1,0,128448,300118,4,0,317,2,0
3062,0,-1,0,191595,401097,2,1,1171,0,0
3063,0,-1,0,14666,463645,4,1,1004,0,0
3064,0,-1,0,118792,350344,4,0,1130,0,0
3065,0,-1,0,139904,325080,0,0,8,0,0
3066,0,-1,0,137559,37439,2,1,333,0,0
3067,0,-1,0,35183,455075,3,0,1,1,0
3068,0,-1,0,119722,379773,3,1,1843,2,0
3069,0,-1,0,184118,208899,3,1,843,0,0
3070,0,-1,0,183289,468053,0,1,883,1,0
3071,0,-1,0,73702,91711,0,1,1222,1,0
3072,0,-1,0,88442,197481,1,0,1691,2,0
3073,0,-1,0,159692,239838,1,1,455,0,0
3074,0,-1,0,154389,14060,0,1,787,2,0
3075,0,-1,0,1146,269687,1,1,240,3,0
3076,0,-1,0,22314,135993,1,1,21,1,0
3077,0,-1,0,97244,82099,1,1,554,2,0
3078,0,-1,0,171132,34386,0,0,812,3,0
3079,0,-1,0,102752,77436,1,0,945,0,0
3080,0,-1,0,64684,494455,1,1,1873,0,0
3081,0,-1,0,140395,390551,0,1,846,0,0
3082,0,-1,0,57161,495195,2,1,299,2,0
3083,0,-1,0,17432,455719,0,1,1994,0,0
3084,0,-1,0,182916,485712,3,1,369,0,0
3085,0,-1,0,57578,472771,4,0,1407,0,0
3086,0,-1,0,103982,378202,4,1,1772,1,0
3087,0,-1,0,25892,85825,0,0,770,0,0
3088,0,-1,0,187543,247165,3,1,163,0,0
3089,0,-1,0,13242,82879,0,0,749,0,0
3090,0,-1,0,197805,349827,0,1,28,0,0
3091,0,-1,0,2317,338799,1,1,1914,0,0
3092,0,-1,0,195748,12891,4,1,460,0,0
3093,0,-1,0,67980,178627,1,1,10,2,0
3094,0,-1,0,84746,74206,0,1,1302,2,0
3095,0,-1,0,165951,285186,3,1,342,0,0
3096,0,-1,0,82708,411615,0,0,1532,0,0
3097,0,-1,0,321,57737,3,0,26,0,0
3098,0,-1,0,89214,237581,1,1,894,2,0
3099,0,-1,0,109403,151712,1,0,1175,1,0
3100,0,-1,0,82259,400271,4,1,556,2,0
3101,0,-1,0,123426,478213,3,1,737,2,0
3102,0,-1,0,134660,494384,4,0,1706,0,0
3103,0,-1,0,58943,37230,0,1,1573,0,0
3104,0,-1,0,165224,203102,3,1,651,2,0
3105,0,-1,0,189481,275022,2,0,612,0,0
3106,0,-1,0,125115,318939,3,0,1105,1,0
3107,0,-1,0,47291,151447,2,0,9,0,0
3108,0,-1,0,17381,23402,3,0,1825,1,0
3109,0,-1,0,137446,168922,2,0,1641,0,0
3110,0,-1,0,112158,292291,2,1,1153,0,0
3111,0,-1,0,194394,39795,4,0,1879,1,0
3112,0,-1,0,49195,136958,4,1,1332,1,0
3113,0,-1,0,26992,483701,1,0,1382,3,0
3114,0,-1,0,97540,454520,4,1,655,0,0
3115,0,-1,0,85897,425975,4,0,1917,0,0
3116,0,-1,0,162864,31528,2,0,49,0,0
3117,0,-1,0,103089,57553,3,0,1450,0,0
3118,0,-1,0,175010,26708,0,1,1954,0,0
3119,0,-1,0,186024,367457,1,1,8,1,0
3120,0,-1,0,104863,229891,4,0,1117,2,0
3121,0,-1,0,123940,331174,4,0,1941,2,0
3122,0,-1,0,66679,301200,1,0,1921,1,0
3123,0,-1,0,29625,230871,4,0,1659,0,0
3124,0,-1,0,99782,315447,0,0,800,0,0
3125,0,-1,0,94755,189781,2,1,57,2,0
3126,0,-1,0,5774,479176,1,0,1783,2,0
3127,0,-1,0,16403,154265,1,1,828,0,0
3128,0,-1,0,86985,335856,2,1,1298,3,0
3129,0,-1,0,20680,141223,4,1,218,1,0
3130,0,-1,0,45346,212861,3,1,5,0,0
3131,0,-1,0,73320,444960,2,1,53,0,0
3132,0,-1,0,8423,156259,4,1,1496,0,0
3133,0,-1,0,158473,202285,2,0,962,1,0
3134,0,-1,0,134688,232049,3,0,742,2,0
3135,0,-1,0,97309,8360,1,0,1423,0,0
3136,0,-1,0,159037,5653,3,0,1682,1,0
3137,0,-1,0,5211,180731,1,1,1003,0,0
3138,0,-1,0,67949,411399,2,0,6,0,0
3139,0,-1,0,110461,254121,0,1,1581,0,0
3140,0,-1,0,98815,59346,4,1,1588,3,0
3141,0,-1,0,112362,124205,2,1,1617,0,0
3142,0,-1,0,40043,292752,2,0,3,1,0
3143,0,-1,0,34613,379209,0,1,1259,0,0
3144,0,-1,0,100736,295115,2,0,529,0,0
3145,0,-1,0,48593,85022,1,0,1482,0,0
3146,0,-1,0,89954,495850,2,0,121,0,0
3147,0,-1,0,92207,116369,3,0,748,0,0
3148,0,-1,0,101840,382441,1,1,1742,0,0
3149,0,-1,0,23586,48101,1,1,288,0,0
3150,0,-1,0,166587,164921,0,0,28,2,0
3151,0,-1,0,187766,295224,1,0,480,0,0
3152,0,-1,0,67792,260494,3,0,16,2,0
3153,0,-1,0,80251,310441,2,1,114,1,0
3154,0,-1,0,23390,419139,2,0,919,0,0
3155,0,-1,0,22470,403535,1,0,1584,0,0
3156,0,-1,0,3805,51922,3,1,1128,0,0
3157,0,-1,0,77601,39803,2,1,1521,2,0
3158,0,-1,0,124886,156837,2,1,1029,0,0
3159,0,-1,0,41081,341093,0,0,1187,0,0
3160,0,-1,0,142395,476979,4,0,307,0,0
3161,0,-1,0,34976,329506,2,1,628,0,0
3162,0,-1,0,714,125969,2,0,995,1,0
3163,0,-1,0,129347,163388,2,1,1773,1,0
3164,0,-1,0,188434,317584,3,1,861,0,0
3165,0,-1,0,54234,467693,2,1,1761,0,0
3166,0,-1,0,174253,438022,0,1,23,0,0
3167,0,-1,0,15600,360768,2,1,1711,2,0
3168,0,-1,0,82159,146232,4,1,93,0,0
3169,0,-1,0,150893,31387,0,0,1841,0,0
3170,0,-1,0,178338,15267,0,0,1905,0,0
3171,0,-1,0,3441,49485,3,1,5,0,0
3172,0,-1,0,13467,481115,1,0,1976,1,0
3173,0,-1,0,150271,176679,1,1,575,1,0
3174,0,-1,0,53192,481051,1,1,723,0,0
3175,0,-1,0,161878,361351,0,0,29,0,0
3176,0,-1,0,63799,146034,3,1,710,1,0
3177,0,-1,0,5794,490335,4,0,220,0,0
3178,0,-1,0,115029,345549,2,1,1095,0,0
3179,0,-1,0,6661,186038,0,1,9,1,0
3180,0,-1,0,133520,492376,4,0,1135,0,0
3181,0,-1,0,133200,391541,2,1,397,0,0
3182,0,-1,0,27763,380397,4,0,90,0,0
3183,0,-1,0,131167,321764,1,0,1640,1,0
3184,0,-1,0,31725,197053,3,1,1676,0,0
3185,0,-1,0,130103,312100,3,0,1469,1,0
3186,0,-1,0,144027,290638,0,0,1259,0,0
3187,0,-1,0,192442,261688,4,0,1647,0,0
3188,0,-1,0,104101,231922,4,0,1437,1,0
3189,0,-1,0,67305,34763,1,0,215,0,0
3190,0,-1,0,65351,341663,0,1,1746,1,0
3191,0,-1,0,146524,116437,0,1,102,1,0
3192,0,-1,0,186254,420726,3,1,1390,1,0
3193,0,-1,0,37796,406715,4,0,1849,0,0
3194,0,-1,0,4514,196369,0,0,301,0,0
3195,0,-1,0,175542,273239,4,1,1163,2,0
3196,0,-1,0,183769,493214,4,0,450,0,0
3197,0,-1,0,142643,270067,4,0,1230,1,0
3198,0,-1,0,68944,233390,1,0,856,1,0
3199,0,-1,0,72831,182251,4,0,633,0,0
3200,0,-1,0,103470,164141,3,1,1195,1,0
3201,0,-1,0,30558,244074,1,0,10,1,0
3202,0,-1,0,102330,107288,1,0,1451,0,0
3203,0,-1,0,97173,355326,0,0,86,1,0
3204,0,-1,0,185307,167517,1,0,704,0,0
3205,0,-1,0,99609,155595,2,0,699,0,0
3206,0,-1,0,39387,103075,4,1,1098,0,0
3207,0,-1,0,57233,113573,0,1,8,0,0
3208,0,-1,0,182852,290839,4,1,1942,2,0
3209,0,-1,0,193981,453057,0,0,1268,0,0
3210,0,-1,0,128259,91740,4,1,6,0,0
3211,0,-1,0,112257,9903,1,1,256,0,0
3212,0,-1,0,194552,76498,4,0,787,1,0
3213,0,-1,0,105759,21147,0,0,1328,0,0
3214,0,-1,0,194318,295943,0,0,1783,1,0
3215,0,-1,0,185825,331626,1,1,1997,0,0
3216,0,-1,0,125896,263082,3,0,417,0,0
3217,0,-1,0,171931,320348,3,1,1214,0,0
3218,0,-1,0,135106,264131,1,0,450,1,0
3219,0,-1,0,88603,146464,2,0,599,0,0
3220,0,-1,0,183578,223119,1,1,1332,0,0
3221,0,-1,0,138346,79251,2,0,636,1,0
3222,0,-1,0,79785,78504,4,1,427,0,0
3223,0,-1,0,116760,297473,3,1,1448,0,0
3224,0,-1,0,77891,381344,1,1,1811,1,0
3225,0,-1,0,163205,119938,1,1,4,0,0
3226,0,-1,0,43767,183862,1,1,1030,1,0
3227,0,-1,0,48973,52286,3,1,918,0,0
3228,0,-1,0,109435,213796,1,1,168,2,0
3229,0,-1,0,18650,410861,3,1,690,0,0
3230,0,-1,0,3624,159362,3,0,971,0,0
3231,0,-1,0,90051,465001,2,1,789,0,0
3232,0,-1,0,41681,159772,1,1,585,0,0
3233,0,-1,0,10668,387459,2,0,121,1,0
3234,0,-1,0,161012,52757,2,0,1927,0,0
3235,0,-1,0,139334,283846,3,0,15,1,0
3236,0,-1,0,43361,494560,1,1,482,1,0
3237,0,-1,0,2660,486118,0,0,16,1,0
3238,0,-1,0,81744,222774,3,1,1534,0,0
3239,0,-1,0,91878,426712,1,1,1080,0,0
3240,0,-1,0,193622,85605,2,1,1637,0,0
3241,0,-1,0,176729,384838,3,0,597,0,0
3242,0,-1,0,150493,419786,3,1,457,1,0
3243,0,-1,0,23836,38692,2,0,1165,2,0
3244,0,-1,0,94829,216841,2,0,93,0,0
3245,0,-1,0,96004,259228,1,0,754,0,0
3246,0,-1,0,78451,139005,4,0,28,0,0
3247,0,-1,0,67437,388390,1,1,851,1,0
3248,0,-1,0,117793,419856,1,0,133,0,0
3249,0,-1,0,44696,464753,0,0,1537,1,0
3250,0,-1,0,198243,173306,2,0,1932,0,0
3251,0,-1,0,95706,192318,3,1,233,0,0
3252,0,-1,0,162764,418436,4,0,134,1,0
3253,0,-1,0,17180,73407,2,0,25,0,0
3254,0,-1,0,143919,269429,0,0,1800,0,0
3255,0,-1,0,114693,109842,0,1,1789,1,0
3256,0,-1,0,70469,487488,4,0,885,0,0
3257,0,-1,0,187454,168704,0,0,25,0,0
3258,0,-1,0,169969,278948,0,0,1071,1,0
3259,0,-1,0,118404,444617,3,0,382,1,0
3260,0,-1,0,108204,13808,3,1,448,0,0
3261,0,-1,0,158439,20822,3,0,1130,2,0
3262,0,-1,0,95062,146380,1,0,1075,0,0
3263,0,-1,0,10807,126881,0,1,554,0,0
3264,0,-1,0,36077,189740,4,1,8,0,0
3265,0,-1,0,6172,213168,4,0,13,1,0
3266,0,-1,0,131065,482579,0,0,262,1,0
3267,0,-1,0,39089,34097,3,0,11,0,0
3268,0,-1,0,176216,459541,2,1,26,0,0
3269,0,-1,0,94384,286704,3,0,1623,1,0
3270,0,-1,0,164078,39614,4,1,2,0,0
3271,0,-1,0,197776,481950,2,0,299,0,0
3272,0,-1,0,61867,225024,4,0,1423,0,0
3273,0,-1,0,97533,422740,0,0,603,1,0
3274,0,-1,0,71817,467075,3,0,688,2,0
3275,0,-1,0,188448,69229,0,0,281,2,0
3276,0,-1,0,82584,163880,4,0,1489,0,0
3277,0,-1,0,67897,283356,2,0,176,0,0
3278,0,-1,0,92744,489583,2,0,337,2,0
3279,0,-1,0,190812,21462,4,0,646,0,0
3280,0,-1,0,184475,423999,2,0,25,3,0
3281,0,-1,0,83527,25551,1,1,913,1,0
3282,0,-1,0,158738,105588,3,0,1138,0,0
3283,0,-1,0,22597,125367,0,0,1137,0,0
3284,0,-1,0,99349,80157,3,1,224,1,0
3285,0,-1,0,26529,322109,2,0,378,2,0
3286,0,-1,0,167838,95156,3,0,1619,1,0
3287,0,-1,0,177195,392047,2,0,332,1,0
3288,0,-1,0,88013,392260,1,0,1852,0,0
3289,0,-1,0,24885,121848,3,0,1551,0,0
3290,0,-1,0,84717,275646,1,0,203,1,0
3291,0,-1,0,71763,373143,4,1,1329,0,0
3292,0,-1,0,76058,453077,2,1,582,0,0
3293,0,-1,0,95900,370294,2,0,27,1,0
3294,0,-1,0,87666,415664,1,0,650,0,0
3295,0,-1,0,65151,84959,3,1,1970,1,0
3296,0,-1,0,111462,369375,2,1,1718,0,0
3297,0,-1,0,143860,423337,2,1,16,0,0
3298,0,-1,0,166175,454138,0,0,205,1,0
3299,0,-1,0,130945,492985,4,1,285,1,0
3300,0,-1,0,127053,457359,0,1,607,0,0
3301,0,-1,0,160583,412096,3,0,47,0,0
3302,0,-1,0,103549,249882,1,0,299,0,0
3303,0,-1,0,105290,25703,1,1,1907,1,0
3304,0,-1,0,138418,328696,0,0,443,0,0
3305,0,-1,0,101304,338048,1,0,907,0,0
3306,0,-1,0,49370,82769,1,1,836,1,0
3307,0,-1,0,126872,492093,1,0,1179,0,0
3308,0,-1,0,81802,106725,0,0,761,0,0
3309,0,-1,0,92410,40539,2,0,1060,1,0
3310,0,-1,0,130355,339489,0,0,1534,0,0
3311,0,-1,0,43911,89315,1,0,856,0,0
3312,0,-1,0,73361,198345,2,0,1855,0,0
3313,0,-1,0,43820,268985,2,1,21,0,0
3314,0,-1,0,182006,125954,0,1,494,0,0
3315,0,-1,0,50693,275360,0,0,27,2,0
3316,0,-1,0,7206,264089,3,0,4,0,0
3317,0,-1,0,108896,264517,0,1,1344,2,0
3318,0,-1,0,48804,493919,2,0,19,0,0
3319,0,-1,0,17850,86201,1,0,1080,0,0
3320,0,-1,0,142596,314452,2,1,688,0,0
3321,0,-1,0,46936,187915,4,0,530,0,0
3322,0,-1,0,104823,127133,4,1,1663,0,0
3323,0,-1,0,39279,46486,3,1,55,1,0
3324,0,-1,0,5350,417323,3,0,9,3,0
3325,0,-1,0,91786,74272,0,1,21,1,0
3326,0,-1,0,125008,222234,3,0,1654,0,0
3327,0,-1,0,137975,428137,4,0,1185,2,0
3328,0,-1,0,51949,151807,2,1,1678,0,0
3329,0,-1,0,151216,320234,2,1,42,0,0
3330,0,-1,0,60571,98011,4,1,973,0,0
3331,0,-1,0,182153,412150,0,0,1293,0,0
3332,0,-1,0,108718,292941,2,1,104,2,0
3333,0,-1,0,22864,68170,1,1,597,0,0
3334,0,-1,0,11543,198827,4,0,710,0,0
3335,0,-1,0,197433,143315,3,0,859,0,0
3336,0,-1,0,128653,124526,0,1,3,0,0
3337,0,-1,0,156385,71673,4,0,351,2,0
3338,0,-1,0,119668,220868,3,1,464,0,0
3339,0,-1,0,154178,158487,3,0,1279,2,0
3340,0,-1,0,118545,20079,3,0,783,0,0
3341,0,-1,0,150590,131812,3,1,15,0,0
3342,0,-1,0,122584,398842,3,1,1724,3,0
3343,0,-1,0,87214,233931,4,0,1746,1,0
3344,0,-1,0,180307,136300,2,0,824,1,0
3345,0,-1,0,161807,64742,0,1,1252,0,0
3346,0,-1,0,187713,278599,4,1,2,0,0
3347,0,-1,0,191958,326628,2,1,1761,0,0
3348,0,-1,0,184543,181448,4,1,385,2,0
3349,0,-1,0,156974,375827,1,1,1834,0,0
3350,0,-1,0,125252,147815,2,0,761,3,0
3351,0,-1,0,9449,122530,3,1,262,1,0
3352,0,-1,0,117297,403633,3,0,81,1,0
3353,0,-1,0,160689,376562,2,1,157,0,0
3354,0,-1,0,42562,169175,0,1,755,0,0
3355,0,-1,0,107948,325823,2,1,215,2,0
3356,0,-1,0,189230,15002,3,0,1072,1,0
3357,0,-1,0,177178,296886,1,1,1527,0,0
3358,0,-1,0,126449,262725,1,1,15,0,0
3359,0,-1,0,31067,203501,4,1,1256,1,0
3360,0,-1,0,181694,414013,1,1,710,0,0
3361,0,-1,0,47130,239975,2,1,173,2,0
3362,0,-1,0,30772,480894,4,0,474,0,0
3363,0,-1,0,118163,269640,4,1,1977,0,0
3364,0,-1,0,96685,377369,1,0,9,1,0
3365,0,-1,0,154437,157660,1,1,358,1,0
3366,0,-1,0,74782,352674,1,1,1388,0,0
3367,0,-1,0,137290,238104,0,0,466,0,0
3368,0,-1,0,24241,193738,2,0,1564,0,0
3369,0,-1,0,136000,356571,4,0,1743,0,0
3370,0,-1,0,107819,298109,0,0,1501,2,0
3371,0,-1,0,59147,214747,2,1,942,0,0
3372,0,-1,0,78433,493013,0,0,139,0,0
3373,0,-1,0,106280,91593,0,0,1972,3,0
3374,0,-1,0,139199,358888,3,0,362,1,0
3375,0,-1,0,56788,238071,1,1,1407,0,0
3376,0,-1,0,178820,461615,4,1,1572,0,0
3377,0,-1,0,85512,482232,3,1,1574,0,0
3378,0,-1,0,137997,139155,2,0,1781,0,0
3379,0,-1,0,121210,189362,0,0,170,0,0
3380,0,-1,0,145943,415147,4,1,7,0,0
3381,0,-1,0,80486,365563,0,0,8,0,0
3382,0,-1,0,112771,116345,2,0,12,0,0
3383,0,-1,0,85295,171271,4,1,795,0,0
3384,0,-1,0,122360,240064,1,1,343,2,0
3385,0,-1,0,181435,123412,4,0,983,0,0
3386,0,-1,0,3649,310288,3,0,1008,0,0
3387,0,-1,0,103469,439047,0,0,6,0,0
3388,0,-1,0,101415,402245,3,1,376,0,0
3389,0,-1,0,163726,132735,1,0,234,0,0
3390,0,-1,0,1283,485195,0,0,1200,0,0
3391,0,-1,0,66493,61525,2,0,1389,3,0
3392,0,-1,0,97887,388203,0,0,937,1,0
3393,0,-1,0,22811,442639,0,0,1377,0,0
3394,0,-1,0,37911,133302,3,0,1026,0,0
3395,0,-1,0,110558,444305,1,1,14,1,0
3396,0,-1,0,34888,29386,1,0,552,1,0
3397,0,-1,0,177544,475513,1,1,1255,0,0
3398,0,-1,0,22435,112991,2,0,281,2,0
3399,0,-1,0,163673,453840,2,1,1935,0,0
3400,0,-1,0,30074,448039,1,1,1089,0,0
3401,0,-1,0,6483,116091,2,1,489,0,0
3402,0,-1,0,163797,106531,4,1,1521,0,0
3403,0,-1,0,175206,153309,1,0,1723,0,0
3404,0,-1,0,74598,375332,3,1,62,0,0
3405,0,-1,0,8537,113233,4,0,1420,0,0
3406,0,-1,0,194368,361015,3,0,204,2,0
3407,0,-1,0,72149,159024,4,0,631,0,0
3408,0,-1,0,42699,172184,1,0,20,0,0
3409,0,-1,0,42948,300424,2,0,1845,0,0
3410,0,-1,0,135312,68821,4,0,186,0,0
3411,0,-1,0,36147,379193,3,0,85,1,0
3412,0,-1,0,24563,300360,0,0,1961,2,0
3413,0,-1,0,99626,50169,1,1,1347,0,0
3414,0,-1,0,102587,84809,1,0,1075,0,0
3415,0,-1,0,195446,72016,4,0,216,0,0
3416,0,-1,0,49157,450322,4,0,1132,0,0
3417,0,-1,0,31921,46188,1,1,384,2,0
3418,0,-1,0,17390,412342,1,0,944,0,0
3419,0,-1,0,129016,328418,4,0,891,0,0
3420,0,-1,0,197696,171056,4,0,25,2,0
3421,0,-1,0,77190,493602,1,0,1814,0,0
3422,0,-1,0,59941,287951,0,0,1698,3,0
3423,0,-1,0,96965,96152,3,0,457,1,0
3424,0,-1,0,160589,10472,3,0,1226,0,0
3425,0,-1,0,90285,18953,4,0,785,0,0
3426,0,-1,0,104977,378888,2,1,379,0,0
3427,0,-1,0,72455,346326,1,1,1325,3,0
3428,0,-1,0,199207,364855,1,1,633,0,0
3429,0,-1,0,26899,474210,2,1,20,0,0
3430,0,-1,0,186352,320055,4,1,254,2,0
3431,0,-1,0,65089,479770,1,0,804,2,0
3432,0,-1,0,105966,126426,1,0,1040,2,0
3433,0,-1,0,104048,305907,3,1,1924,1,0
3434,0,-1,0,133830,7892,1,1,25,0,0
3435,0,-1,0,106600,22377,1,1,1355,0,0
3436,0,-1,0,138368,422489,4,1,1265,1,0
3437,0,-1,0,126594,78624,0,0,1758,1,0
3438,0,-1,0,148060,36014,1,0,802,0,0
3439,0,-1,0,48031,365857,3,1,1932,1,0
3440,0,-1,0,142406,321468,3,1,225,0,0
3441,0,-1,0,103269,161930,1,0,1651,2,0
3442,0,-1,0,57823,455375,2,1,13,2,0
3443,0,-1,0,76525,244035,4,0,866,2,0
3444,0,-1,0,74925,190618,4,1,1680,0,0
3445,0,-1,0,136570,89784,4,1,351,1,0
